State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,sex_ration
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,540063,64234,1828,9551,24,16,2,109422,1443,890.2728842196934
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,13840,535159,1109,9440,35,6,18,73629,1537,912.3467911445964
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,32604,431279,958,11188,83,10,2,62900,346,892.9610677295266
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,42540,1177342,2746,12187,285,74,2,165403,16413,899.5291219491219
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,489044,59771,1962,3418,106,57,235,73999,1214,869.9963609898108
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,1636460,241451,13730,4174,1890,2045,160524,274726,9754,922.3681426388903
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,903179,116710,6565,888,35,129,12936,27037,590,953.2077874647663
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,1165140,302626,6027,143,188,282,16067,130193,1944,925.2008330086113
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,2149480,431762,11243,9727,331,1268,77182,427173,11568,909.3677184776764
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,1044726,106865,86404,234,267,162,78622,62110,1193,976.6856041907873
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,1104475,194680,17168,123,371,20,4591,29373,565,935.097099806166
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,1856202,508586,14645,937,650,1503,59218,125431,1944,943.7865730650553
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,937126,289182,37795,97,128,115,47067,43230,874,937.5994760497812
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,309563,51429,202449,221,531,23,457468,31687,831,993.0655728144015
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,550560,164406,4419,520,118,783,68564,49419,808,954.01032532174
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,473049,69808,47653,120,128,16,133525,38194,340,966.5806430669847
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,112378,95012,16770,51,33,15,235987,28769,351,985.0921424242034
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,410127,322963,75865,356,283,222,88760,31414,328,989.1751222217068
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,1683169,238295,6164,734,188,284,5681,68238,2155,927.720505375126
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,1612239,410759,193974,4826,932,2733,677445,350908,22538,949.4152596397039
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,628044,398243,83208,198,245,125,38426,34879,591,952.1285530318582
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,201524,15103,306601,51,753,114,73930,16865,423,996.5369003259975
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,1634229,219991,3433,443,412,25198,166,301389,3745,988.9802349409701
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,890429,92252,5368,389,272,1045,85,214253,3729,946.1458996174181
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,4038331,528412,18418,2037,1086,178310,149,808827,17560,972.5698423854435
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,2103633,320834,14014,1029,284,8044,54,440374,9626,982.7697715517311
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,597198,445475,1289709,335184,35438,1145,30453,680,521,271439,3971,956.320743339861
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,54076,32843,245151,1617,2709,68,1649,15,3793,12516,117,983.7093803191283
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,730566,517702,1786830,369588,2433,558,374,8665,499,326594,4987,959.755072356803
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,438257,380088,1004553,101235,26000,182,109,4710,4,238505,4510,1008.324773835114
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,607188,480204,1520553,128751,3175,322,84,3778,128,307257,5711,973.5622464598029
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,720637,587903,1658465,265805,5420,307,164,6417,1743,372671,7320,972.3205596107056
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,711776,589888,1390020,386834,28747,1486,715,29037,2748,347962,15013,970.7759019895306
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,397178,302999,907750,143665,3432,231,79,5993,74,198064,3373,981.8969481352405
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,828359,599009,2011014,513125,8344,826,9589,4865,330,404767,9752,971.435485171941
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,668836,556420,1630814,120011,15611,289,623,5820,3,400702,4851,1010.2832854457617
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,603793,481650,1281878,297927,2406,419,68,9834,702,295937,2456,950.4497465597562
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,215302,197575,448986,87274,17130,139,126,250,220,113931,3308,1019.311163549496
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,564110,452109,1305431,199873,26722,253,150,2494,92,309494,5051,978.8883507900607
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,468785,340300,1218024,161770,4081,296,85,2898,461,223166,2135,985.8099284781534
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,638668,510981,1712695,77801,8506,322,299,3607,109,391033,3367,995.1374732759907
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1063766,898414,2631985,290549,39361,1255,16194,14419,493,640868,28397,985.3975919555438
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,577213,402556,1634062,272022,10394,538,2265,4156,29,314547,5200,999.7822730896796
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,674938,588078,1479424,234664,26521,400,120,9234,367,363835,8791,997.6328191334774
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1006024,807367,2413812,245923,9130,477,187,5067,161,562769,7971,983.5568646092015
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,465704,460725,1009179,96740,65838,232,161,4534,155,224814,9070,1094.4601881056194
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,890552,962245,1460447,224545,435056,268,146,74,311,507913,28842,1100.1883250324238
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1425723,1429953,1509557,514397,1248137,860,614,1176,1083,771287,88737,1026.7196523493772
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,471881,451129,541854,82206,481507,100,189,44,384,244844,8250,1006.0744417591641
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,1509592,742483,262526,424,1118,193,722,511167,32653,1135.5212172202537
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,729987,486913,87454,151,362,130,152,237670,10378,1079.7772238245154
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,1697635,508500,421598,208,272,63,619,630767,31542,1113.426326898525
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,983598,126499,858608,204,358,83,565,464039,37849,1039.2165975240864
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,1734958,1211131,131516,297,235,601,588,641660,36791,1098.1745031415242
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,1135259,2888849,81556,205,179,68,579,730119,27909,1098.0774645875588
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,1875980,812936,114397,220,238,78,400,587583,27162,1066.9212741949484
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,2194057,452915,630573,404,301,76,1082,783872,71621,1087.2940004223365
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,1823442,532839,757484,259,278,62,585,721625,56148,1107.8322459434764
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,404460,234185,174453,61,312,1797,286,149864,4712,1034.9827227372762
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,686524,21473,2132,606,86,1653,35434,81338,1290,976.2841783737873
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,778214,40707,635,8009,1352,15094,27,84720,619,904.0120584809288
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,1519384,38542,5295,1050,72162,4778,58064,277927,1712,1020.5918463792689
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,1318869,58222,2967,2361,416,2289,263,181139,1158,981.6984585466296
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,1505745,37590,3271,1078,9651,3759,13048,230974,2109,971.0848860661932
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,1595400,66776,973,4047,12215,19950,73,107819,1166,837.4255402479168
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,1755861,525434,23432,10789,21688,25950,335,452912,40788,918.1323970779772
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,552526,180840,1199,1074,19883,1884,99,112420,986,950.6800444783065
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,1676918,70351,1980,968,250,10409,102,176056,1880,882.6358985643949
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,1923920,100692,4893,2258,24471,7830,25771,344875,3588,964.2882641845504
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,1186420,47966,1681,1096,119,25005,82,187731,1432,910.0628066109359
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,747693,28483,683,490,7923,453,10,97696,616,872.5238422780056
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,1376591,174259,2355,2330,382,6497,72,270457,3518,941.6372077545542
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,2051219,116202,2261,1607,328,12199,88,349639,2388,964.3604664225213
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,605435,6736,4238,260,61,687,84006,62372,554,1001.9834447718612
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,1172248,49203,1208,3271,529,13474,52,144248,2482,911.9058398859188
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,1835299,141735,4119,24790,4361,18058,217,306859,15779,863.6941027783408
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,527462,38640,683,676,93,1573,55,95066,986,934.8421845216695
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,1175203,52269,4453,3127,1550,3888,107,198076,2871,913.5226791013141
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,2728225,415142,18523,25696,11496,71667,720,593576,48691,927.8918256770456
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,2159065,203652,23142,13256,4320,33728,21010,452023,20443,928.5457042241392
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,960925,15733,38423,141,65,8871,388,125411,744,990.2955790323928
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,460583,330190,1240650,37232,3158,1167,157,5342,2643,172416,2179,951.6867493538647
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,348033,256929,849518,16558,12450,436,297,1789,170533,143803,912,1008.3023652507652
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,502898,331693,1192588,125548,1120,849,242,19029,77,239885,2324,962.9626375300029
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,747652,432033,1875495,76159,1092,557,3234,6681,92,131486,1781,840.0774229537717
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,307889,200945,741288,67324,1508,1110,224,14165,115,145258,1945,954.4803893501288
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,332140,220419,974748,35214,418,186,37,4734,218,76097,653,905.451000974732
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,479093,341127,1195235,120331,1725,2262,253,10637,190,194373,1141,901.3090448028008
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,488797,315448,1433879,106928,1243,460,121,1599,50,231130,1611,956.201626905185
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,485090,340790,1267043,151071,3996,1353,175,29353,123,213825,3644,970.9945668149019
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,845572,596185,2268838,85414,1964,832,986,655,232,251132,3406,930.5411803118113
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,908607,637112,2198297,103480,5580,4146,991,62992,168,366494,4546,893.2893508255079
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,801051,570730,2158623,59471,2228,1163,364,3135,1689,294702,3754,925.6541064972203
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,469208,311154,1163607,137980,1404,640,357,6232,66,212138,1566,917.872650981436
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,485341,378853,1145052,79739,1857,360,7288,4982,135315,228695,1182,981.8546040331724
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,348761,255433,997073,42426,2372,912,268,1737,19448,113184,1733,974.1139696419214
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,543509,351103,1321003,174724,815,631,179,13755,66,232735,1382,938.0425869932866
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,208201,119824,638702,41396,230,6387,201,379,40,74770,273,901.3029874179068
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,573242,327604,1648749,51200,1117,7151,3421,12171,72,148128,1852,876.5594507471774
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,1077545,34419,511,128,92,93,12556,102228,837,956.9534928947478
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,1383475,44143,588,251,109,15569,39,132725,1090,900.6464085854634
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,1718204,233133,4659,3241,945,24622,211,323379,7501,955.0187003893577
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,620515,15966,667,190,70,220,6028,67975,839,949.829741679116
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,1287391,149548,1313,914,295,18490,70,181510,1926,895.7064223044617
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,1107809,357253,4483,1504,328033,10205,389,314490,6163,945.553846582877
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,2055177,421410,7223,2242,383891,11360,3288,512492,9438,950.639803129187
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,2218,295,334,775,19,44456,2362,926.218108356513
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,589477,23258,923.2744201127687
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,1009352,26502,2145,831,154458,1017,3555,227025,2932,982.3193288413264
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,2174672,320395,2097,824,68482,8719,399,402052,5614,916.1200083610925
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,1845424,354236,3531,1668,364229,12242,522,423036,4767,933.5641017973026
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,1780085,92297,10701,5251,286734,3861,23188,418666,8239,961.4168996488805
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,1825460,187901,3653,1422,13405,12818,912,315332,6065,945.7321463979712
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,1153861,26157,1827,2160,125282,1568,5080,239981,2866,999.0915329663187
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,863199,127552,992,643,176679,5278,103,159114,1221,941.8714353102621
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,3457615,560261,7091,3091,143865,27404,9662,720791,14297,924.9951646631306
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,1504641,274221,12542,1629,152540,9619,336,288895,3791,936.8248089667248
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,3379906,286558,15573,1570,29766,154882,1274,770005,22269,956.9259306755634
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,2006984,367664,2387,935,66535,6387,310,381722,6217,927.6717407355043
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,3492202,390974,34667,20469,668050,24528,12181,917626,57964,951.2028427970944
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,2501741,471951,3902,13540,354189,5049,1273,488748,7548,942.8591246044247
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,1521618,96182,8467,685,4969,6191,2907,186202,2579,978.3417549839769
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,5237009,693052,23946,8912,94783,38212,1795,904710,45039,934.3766886081467
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,1437623,178925,942,340,28216,4530,195,240042,3209,923.9798731334189
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,1328385,306364,2081,1371,187899,6238,262,272486,3982,947.3373847932377
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,8090254,673704,134192,27090,340404,127786,9873,1925019,235018,914.9486048733729
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,542756,408883,1422986,17332,47653,2117,781,409,1782,297308,3342,991.240580158288
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,17452,7477,121791,12260,1159,547206,38570,959.4672498502988
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,1307211,187197,1990,230,113467,3347,95,367352,7752,1121.9608971503874
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,2440312,239607,9098,1260,38210,87453,769,485126,13212,965.6529649070019
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,2691952,146970,4408,1182,141315,12810,676,562653,14093,988.1238408781329
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,780384,26264,15471,219,24762,1046,53,194228,3517,1035.9114565861234
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,3795424,441254,9882,1279,35497,28134,568,595560,15145,938.080267450441
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,8716055,1355630,280700,39149,449617,172052,9862,2231800,256170,885.7631560910188
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,1057096,53854,2696,2147,175417,5663,2254,266155,4313,946.1448117477203
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,859949,142672,1707,518,179330,8476,381,196022,1875,929.9631469832436
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,2251401,239236,4567,1596,249874,11422,3745,446516,6094,952.4058691587469
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,175102,18691,4264,56,76,16,38457,34364,676,998.6109006415114
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,10810,3086,129049,136,400,59,354,18764,184,933.2788050255434
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,12034,2886,254979,152,495,87,2333,29894,837,974.8091053162369
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,43833,1649,426819,140,2409,53,1243,22798,256,937.3370046457467
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,2995,589,134760,59,425,57,1144,11541,125,943.4718326401459
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,267146,107323,4322,106,114,24,42347,49507,880,1002.2670682254737
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,7553,1115,174112,108,635,70,32,14026,276,942.5874701746236
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,17272,3359,289708,56,1004,38,5617,24550,288,971.9084745972968
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,144935,14185,543394,2495,3111,303,115597,135941,5032,1010.770567913738
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,12456,1646,271596,34,284,45,107559,41677,510,1013.0116921822861
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,7036,1050,132984,27,332,10,362,10940,179,945.2507858411917
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,122936,106788,389956,209,3392,144,16950,51301,1630,984.4921782211816
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,6498,1533,366881,58,1313,38,5878,32873,149,979.5111374958057
